id,name,class,governorate,area,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4,lat,lon
2473,Hope Pharmacy - Haram,,Giza,Mohandessin,8,23,4,2024-11-13,0,7599,30.052878,31.193469
2474,Sunrise Pharmacy - Imbaba,,Giza,Mohandessin,10,23,4,2025-02-16,2,2603,30.061689,31.206133
2475,Nile Care Pharmacy,,Giza,Mohandessin,10,23,4,2025-08-30,0,4755,30.05572,31.193617
2476,Green Leaf Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-07-23,0,5935,30.053943,31.19849
2477,Golden Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-16,0,9113,30.065041,31.193828
2478,El Hokama Pharmacy - Square,,Giza,Mohandessin,10,23,4,2025-02-06,0,8845,30.057961,31.191603
2479,Family Pharmacy - Nozha,,Giza,Mohandessin,10,23,4,2025-06-02,0,6232,30.052903,31.205065
2480,Pharma Plus - Marg,,Giza,Mohandessin,9,23,4,2024-10-15,1,8800,30.058156,31.194311
2481,El Baraka Pharmacy,,Giza,Mohandessin,10,23,4,2025-03-04,0,1070,30.061883,31.19348
2482,Mira Pharmacy,,Giza,Mohandessin,9,23,4,2025-04-20,0,1763,30.058,31.200067
2483,Omega Pharmacy - Smouha,,Giza,Mohandessin,9,23,4,2025-06-17,2,4584,30.062998,31.200677
2484,El Tourath Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2024-12-22,1,5157,30.055624,31.200956
2485,Hope Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-02-09,0,3715,30.064702,31.194857
2486,Pharma Plus,,Giza,Mohandessin,10,23,4,2025-01-20,0,6367,30.053112,31.196366
2487,City Care Pharmacy,,Giza,Mohandessin,8,1,4,2025-02-21,0,5062,30.058142,31.205436
2488,Better Life Pharmacy,,Giza,Mohandessin,10,23,4,2025-02-08,0,3162,30.056632,31.191439
2489,Pharma Plus,,Giza,Mohandessin,10,23,4,2025-07-08,0,9993,30.061871,31.199909
2490,Care 24 Seven - Obour,,Giza,Mohandessin,9,2,4,2025-02-25,1,5045,30.058957,31.187883
2491,Health Gate Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-05,0,2108,30.050333,31.202485
2492,Care 24 Seven,,Giza,Mohandessin,9,23,4,2025-03-03,0,7785,30.061286,31.197914
2493,El Zahraa Pharmacy,,Giza,Mohandessin,9,2,4,2024-12-28,0,3908,30.056165,31.193402
2494,El Baraka Pharmacy,,Giza,Mohandessin,8,1,4,2025-06-14,0,3791,30.060485,31.207448
2495,Hope Pharmacy,,Giza,Mohandessin,8,1,4,2025-05-15,0,7832,30.054725,31.194394
2496,El Faraby Pharmacy,,Giza,Mohandessin,10,1,4,2024-09-20,0,8059,30.052302,31.19919
2497,City Care Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-07-12,0,4680,30.064363,31.190777
2498,Misr Pharmacy,,Giza,Mohandessin,8,2,4,2025-07-06,0,7262,30.057685,31.192117
2499,Misr Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2025-05-10,0,6293,30.053508,31.205706
2500,Al Nozha Pharmacy,,Giza,Mohandessin,8,23,4,2025-05-13,0,3364,30.057329,31.196841
2501,Alpha Pharma - Banha,,Giza,Mohandessin,9,1,4,2025-04-04,0,8128,30.062856,31.193633
2502,Mira Pharmacy,,Giza,Mohandessin,9,23,4,2025-09-06,0,6176,30.0568,31.199785
2503,El Nasr Pharmacy,,Giza,Mohandessin,9,23,4,2024-12-10,2,3548,30.063207,31.196545
2504,Hope Pharmacy,,Giza,Mohandessin,9,2,4,2025-08-27,0,8067,30.058508,31.199313
2505,Alpha Pharma - Mohandessin,,Giza,Mohandessin,9,1,4,2025-05-12,1,5866,30.062276,31.19416
2506,Metro Pharmacy,,Giza,Mohandessin,9,23,4,2025-07-24,0,6157,30.052386,31.197642
2507,Angel Pharmacy,,Giza,Mohandessin,9,23,4,2025-03-31,0,4284,30.058988,31.202757
2508,Metro Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-04-29,0,3592,30.056365,31.191584
2509,El Shifa Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2025-07-01,0,3993,30.0625,31.199748
2510,El Tourath Pharmacy,,Giza,Mohandessin,9,2,4,2024-11-13,0,4502,30.056109,31.188948
2511,Salamtek Pharmacy,,Giza,Mohandessin,8,2,4,2025-09-05,0,1590,30.048123,31.204549
2512,Al Amal Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-02-28,0,7318,30.064655,31.201174
2513,Star Care Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-15,0,2134,30.055303,31.195954
2514,Green Leaf Pharmacy,,Giza,Mohandessin,8,1,4,2025-02-16,0,6539,30.061568,31.207168
2515,Nile Care Pharmacy - Oct City,,Giza,Mohandessin,9,23,4,2025-03-22,2,3648,30.056627,31.193178
2516,Metro Pharmacy,,Giza,Mohandessin,9,23,4,2025-09-14,0,4697,30.050181,31.200388
2517,El Hokama Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-01-05,0,8593,30.065535,31.195387
2518,Union Pharm,,Giza,Mohandessin,10,2,4,2024-11-28,1,7032,30.05713,31.18901
2519,Sunrise Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-11-30,0,6390,30.053386,31.205475
2520,El Hokama Pharmacy - Mohandessin,,Giza,Mohandessin,10,2,4,2025-03-19,0,4051,30.059042,31.195686
2521,Dr Medhat Pharmacy - Haram,,Giza,Mohandessin,8,1,4,2024-11-16,0,5683,30.061526,31.193063
2522,Silver Care Pharmacy - Rehab View,,Giza,Mohandessin,10,1,4,2025-09-13,0,8212,30.055526,31.20101
2523,El Nasr Pharmacy - Agami,,Giza,Mohandessin,10,1,4,2025-03-30,0,9696,30.060236,31.199526
2524,El Faraby Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-06-24,0,4523,30.058377,31.199229
2525,Pharma Plus - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-18,0,7060,30.060522,31.193099
2526,El Tourath Pharmacy - Shubra,,Giza,Mohandessin,9,1,4,2025-08-16,0,5166,30.052449,31.196466
2527,Ebn Sina Pharmacy,,Giza,Mohandessin,8,23,4,2024-09-30,0,1363,30.06082,31.204822
2528,Salamtek Pharmacy,,Giza,Mohandessin,10,23,4,2025-03-14,0,2846,30.055588,31.190033
2529,El Shifa Pharmacy - Mohandessin,,Giza,Mohandessin,10,1,4,2025-06-15,0,4981,30.061711,31.202718
2530,Hope Pharmacy - Imbaba,,Giza,Mohandessin,10,2,4,2025-04-11,0,7608,30.059356,31.187486
2531,El Faraby Pharmacy,,Giza,Mohandessin,8,1,4,2024-10-05,2,7270,30.04751,31.201728
2532,Alpha Pharma - Mohandessin,,Giza,Mohandessin,9,23,4,2025-07-31,0,2246,30.062733,31.200241
2533,El Baraka Pharmacy - Faisal,,Giza,Mohandessin,9,23,4,2025-07-01,0,8327,30.053783,31.195102
2534,Angel Pharmacy - Imbaba,,Giza,Mohandessin,9,23,4,2025-05-16,1,9836,30.061185,31.203527
2535,Ebn Sina Pharmacy,,Giza,Mohandessin,9,2,4,2024-10-09,0,8397,30.056457,31.195043
2536,Ebn Sina Pharmacy - Obour,,Giza,Mohandessin,10,23,4,2025-03-08,0,4483,30.052984,31.201047
2537,El Nasr Pharmacy - Shubra,,Giza,Mohandessin,9,23,4,2024-09-24,0,9037,30.063829,31.193974
2538,Union Pharm - Mohandessin,,Giza,Mohandessin,9,23,4,2025-02-26,0,6769,30.056616,31.192175
2539,Life Line Pharmacy,,Giza,Mohandessin,10,23,4,2024-11-09,0,4194,30.052043,31.206302
2540,Blue Wave Pharmacy,,Giza,Mohandessin,9,23,4,2025-07-18,0,6982,30.058465,31.196154
2541,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-02,0,3217,30.062036,31.193194
2542,El Hokama Pharmacy - Shubra,,Giza,Mohandessin,8,23,4,2025-01-19,0,2832,30.052561,31.200847
2543,Silver Care Pharmacy - Agami,,Giza,Mohandessin,9,23,4,2025-01-19,0,5657,30.058467,31.197991
2544,Misr Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2024-11-21,0,8349,30.056899,31.199172
2545,Seha First Pharmacy,,Giza,Mohandessin,9,23,4,2025-06-28,2,3590,30.062519,31.196285
2546,Pharma Plus - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-18,0,9592,30.054183,31.19663
2547,El Tourath Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-08-29,0,1892,30.059642,31.204595
2548,Dr Medhat Pharmacy - Mohandessin,,Giza,Mohandessin,10,2,4,2025-05-16,0,6417,30.055652,31.192409
2549,Silver Care Pharmacy - Maadi,,Giza,Mohandessin,10,1,4,2024-11-05,0,6644,30.0615,31.200762
2550,El Tourath Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-03-07,0,6175,30.056978,31.18961
2551,El Baraka Pharmacy - Nozha,,Giza,Mohandessin,8,1,4,2025-06-28,0,5076,30.050484,31.202356
2552,Blue Wave Pharmacy - Helwan,,Giza,Mohandessin,10,23,4,2025-07-29,0,7912,30.063285,31.197827
2553,El Baraka Pharmacy - Faisal,,Giza,Mohandessin,8,1,4,2025-05-05,0,9652,30.052569,31.195201
2554,Sunrise Pharmacy,,Giza,Mohandessin,10,23,4,2025-04-18,0,5233,30.060889,31.208306
2555,Star Care Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-01-15,0,7267,30.058726,31.196064
2556,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-10-28,0,8384,30.052424,31.199045
2557,Mira Pharmacy,,Giza,Mohandessin,9,1,4,2024-10-18,0,3311,30.064111,31.192582
2558,El Zahraa Pharmacy - Montaza,,Giza,Mohandessin,10,23,4,2025-08-26,0,4431,30.058161,31.19043
2559,Star Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2025-08-01,1,3453,30.052694,31.204171
2560,Sunrise Pharmacy - Maadi,,Giza,Mohandessin,8,23,4,2024-09-27,0,2712,30.058045,31.196358
2561,Care 24 Seven - Mohandessin,,Giza,Mohandessin,10,1,4,2024-12-15,0,4896,30.062404,31.194375
2562,Golden Care Pharmacy - Smouha,,Giza,Mohandessin,9,23,4,2025-08-19,0,8720,30.054101,31.200194
2563,Hope Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-10-11,1,7533,30.057833,31.197389
2564,Hope Pharmacy - Zayed,,Giza,Mohandessin,9,2,4,2025-07-01,0,7570,30.055659,31.199425
2565,Green Leaf Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2025-06-27,0,1870,30.06253,31.193423
2566,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-07-12,1,7666,30.0515,31.196785
2567,Ebn Sina Pharmacy,,Giza,Mohandessin,9,23,4,2025-02-12,0,3362,30.05934,31.203147
2568,Nile Care Pharmacy - Rehab View,,Giza,Mohandessin,9,23,4,2024-11-13,0,5081,30.053622,31.192839
2569,Al Amal Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-08-17,0,6831,30.060602,31.201365
2570,El Nasr Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2024-10-21,0,9923,30.059207,31.188941
2571,Al Amal Pharmacy,,Giza,Mohandessin,9,23,4,2025-04-14,0,4474,30.051429,31.202469
2572,Union Pharm - Mohandessin,,Giza,Mohandessin,8,23,4,2024-11-22,0,6805,30.065572,31.199191
2573,Dr Medhat Pharmacy - Oct City,,Giza,Mohandessin,8,23,4,2025-02-27,0,5166,30.05255,31.193206
2574,El Tourath Pharmacy,,Giza,Mohandessin,9,23,4,2024-11-21,0,5533,30.05927,31.206976
2575,Pharma Plus - Dokki,,Giza,Mohandessin,8,23,4,2025-04-03,1,1703,30.053799,31.195356
2576,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-09-11,0,6084,30.049152,31.199671
2577,Life Line Pharmacy - Rehab View,,Giza,Mohandessin,8,23,4,2025-01-03,0,7918,30.061655,31.191034
2578,Angel Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2025-09-12,0,7722,30.058574,31.192022
2579,Pharma Plus,,Giza,Mohandessin,9,23,4,2025-08-23,0,5591,30.054277,31.204719
2580,Salamtek Pharmacy - Haram,,Giza,Mohandessin,8,23,4,2025-02-03,0,3947,30.056995,31.198578
2581,Misr Pharmacy - Nozha,,Giza,Mohandessin,8,1,4,2025-05-13,0,2676,30.061591,31.190815
2582,El Baraka Pharmacy - Shubra,,Giza,Mohandessin,9,1,4,2024-12-11,0,4971,30.055076,31.201508
2583,Silver Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-09-28,0,2960,30.059269,31.197607
2584,Al Nozha Pharmacy - Montaza,,Giza,Mohandessin,9,23,4,2025-01-17,0,4436,30.057183,31.202589
2585,Health Gate Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-06-28,1,4729,30.062954,31.194827
2586,El Baraka Pharmacy,,Giza,Mohandessin,9,23,4,2024-09-22,1,7021,30.053141,31.194295
2587,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-05-07,1,8787,30.059978,31.204059
2588,Green Leaf Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-04-08,0,1241,30.056131,31.190675
2589,Elite Pharmacy - Shubra,,Giza,Mohandessin,8,1,4,2025-01-11,0,3721,30.06526,31.202903
2590,Omega Pharmacy - Smouha,,Giza,Mohandessin,9,2,4,2025-02-24,0,7763,30.057092,31.188126
2591,Golden Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-01-09,0,5148,30.050286,31.203075
2592,Nile Care Pharmacy,,Giza,Mohandessin,8,23,4,2025-08-04,0,4911,30.064939,31.198365
2593,Golden Care Pharmacy - Banha,,Giza,Mohandessin,10,23,4,2025-06-12,0,4030,30.054482,31.193256
2594,Elite Pharmacy,,Giza,Mohandessin,9,2,4,2025-06-13,0,1659,30.062337,31.204806
2595,Misr Pharmacy - Maadi,,Giza,Mohandessin,9,23,4,2025-08-22,0,7859,30.055841,31.195958
2596,Care 24 Seven - Maadi,,Giza,Mohandessin,9,2,4,2025-06-26,0,8037,30.050918,31.200176
2597,Green Leaf Pharmacy,,Giza,Mohandessin,9,1,4,2024-11-18,2,4544,30.063095,31.194192
2598,Life Line Pharmacy,,Giza,Mohandessin,8,23,4,2024-09-03,0,4139,30.058327,31.190334
2599,Seha First Pharmacy,,Giza,Mohandessin,9,23,4,2025-06-18,0,8971,30.054889,31.202879
2600,Union Pharm - Haram,,Giza,Mohandessin,9,23,4,2025-02-11,0,3196,30.059129,31.194886
2601,Health Gate Pharmacy,,Giza,Mohandessin,8,23,4,2024-10-14,1,7339,30.060143,31.191717
2602,Care 24 Seven - Shubra,,Giza,Mohandessin,8,23,4,2024-12-15,0,2509,30.055735,31.199951
2603,Alpha Pharma - Mohandessin,,Giza,Mohandessin,9,23,4,2025-06-01,0,3695,30.05988,31.198126
2604,Al Amal Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2024-09-15,0,5327,30.055497,31.202051
2605,Misr Pharmacy - Marg,,Giza,Mohandessin,9,1,4,2025-08-06,0,2274,30.06297,31.194057
2606,Union Pharm,,Giza,Mohandessin,9,2,4,2025-07-03,0,1584,30.050739,31.19542
2607,Angel Pharmacy,,Giza,Mohandessin,8,23,4,2024-11-30,1,5157,30.062741,31.203758
2608,Hope Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-02,0,3938,30.053742,31.192228
2609,Salamtek Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-02-10,0,4207,30.063653,31.199967
2610,Health Gate Pharmacy - Marg,,Giza,Mohandessin,9,23,4,2025-04-20,0,9844,30.057223,31.189983
2611,Sunrise Pharmacy,,Giza,Mohandessin,9,1,4,2024-10-22,0,5355,30.050727,31.202537
2612,Union Pharm - Mohandessin,,Giza,Mohandessin,8,1,4,2025-07-24,0,8292,30.0629,31.202495
2613,Hope Pharmacy,,Giza,Mohandessin,9,1,4,2025-02-27,0,1975,30.053201,31.192679
2614,Seha First Pharmacy - Shubra,,Giza,Mohandessin,9,23,4,2025-07-10,1,5341,30.060893,31.206835
2615,Seha First Pharmacy - Zayed,,Giza,Mohandessin,10,1,4,2025-01-11,0,8758,30.056922,31.194673
2616,Golden Care Pharmacy,,Giza,Mohandessin,9,23,4,2025-09-09,1,3680,30.049853,31.202109
2617,El Baraka Pharmacy,,Giza,Mohandessin,10,23,4,2025-05-02,1,9045,30.063406,31.195175
2618,El Hokama Pharmacy - Montaza,,Giza,Mohandessin,9,1,4,2024-10-12,0,7504,30.058442,31.18931
2619,Seha First Pharmacy,,Giza,Mohandessin,9,2,4,2025-01-17,0,3139,30.053187,31.205294
2620,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-04-16,0,9218,30.057881,31.197374
2621,Better Life Pharmacy,,Giza,Mohandessin,8,23,4,2025-01-16,0,9707,30.063625,31.194128
2622,Metro Pharmacy,,Giza,Mohandessin,9,23,4,2024-12-10,0,7767,30.054751,31.200018
2623,Union Pharm - Nozha,,Giza,Mohandessin,8,23,4,2024-10-11,1,3488,30.05931,31.197766
2624,El Tourath Pharmacy - Mohandessin,,Giza,Mohandessin,8,23,4,2025-08-14,0,9401,30.057407,31.199686
2625,Sunrise Pharmacy,,Giza,Mohandessin,9,1,4,2024-09-23,1,5233,30.061252,31.19754
2626,Hope Pharmacy,,Giza,Mohandessin,9,23,4,2025-03-20,0,2415,30.052888,31.196891
2627,Silver Care Pharmacy - Smouha,,Giza,Mohandessin,9,23,4,2025-06-16,0,1469,30.05944,31.204182
2628,Sunrise Pharmacy - Faisal,,Giza,Mohandessin,9,23,4,2025-04-13,0,3761,30.057204,31.19325
2629,El Hokama Pharmacy - Mohandessin,,Giza,Mohandessin,10,1,4,2025-06-14,0,5272,30.064435,31.201112
2630,Ebn Sina Pharmacy,,Giza,Mohandessin,9,2,4,2024-12-13,0,1134,30.057904,31.188876
2631,El Hokama Pharmacy,,Giza,Mohandessin,10,23,4,2024-10-28,0,9648,30.050216,31.202968
2632,Better Life Pharmacy,,Giza,Mohandessin,8,2,4,2025-05-19,0,7372,30.064519,31.199488
2633,Al Amal Pharmacy,,Giza,Mohandessin,9,23,4,2024-10-10,0,8251,30.052983,31.19607
2634,Pharma Plus - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-16,0,2074,30.060724,31.208068
2635,El Zahraa Pharmacy - Helwan,,Giza,Mohandessin,10,23,4,2025-04-15,0,2713,30.055745,31.195487
2636,City Care Pharmacy,,Giza,Mohandessin,8,1,4,2025-01-05,1,5742,30.051278,31.200363
2637,Ebn Sina Pharmacy - Dokki,,Giza,Mohandessin,9,23,4,2024-11-15,0,4808,30.065419,31.194083
2638,Sunrise Pharmacy,,Giza,Mohandessin,8,1,4,2025-07-20,0,9962,30.059109,31.190654
2639,Seha First Pharmacy,,Giza,Mohandessin,9,1,4,2024-10-09,0,4124,30.052383,31.204765
2640,Better Life Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-04-22,0,2041,30.057102,31.196038
2641,Hope Pharmacy - Maadi,,Giza,Mohandessin,8,1,4,2025-06-07,0,5144,30.061859,31.191934
2642,Pharma Plus - Mohandessin,,Giza,Mohandessin,9,23,4,2025-03-19,0,9180,30.056445,31.197785
2643,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-02-18,1,5558,30.060905,31.198484
2644,Misr Pharmacy,,Giza,Mohandessin,9,23,4,2024-10-31,0,7600,30.057199,31.200265
2645,Union Pharm - Banha,,Giza,Mohandessin,9,23,4,2025-02-08,0,4578,30.064294,31.195656
2646,Star Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2025-05-11,0,1416,30.053375,31.197292
2647,Hope Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2025-02-08,0,4798,30.059902,31.205841
2648,Dr Medhat Pharmacy - Oct City,,Giza,Mohandessin,9,23,4,2024-10-03,0,5947,30.055497,31.190782
2649,Health Gate Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-02-08,0,9321,30.061482,31.200071
2650,City Care Pharmacy - Zayed,,Giza,Mohandessin,8,23,4,2024-09-13,0,1543,30.059707,31.18789
2651,Pharma Plus - Mohandessin,,Giza,Mohandessin,8,23,4,2025-02-13,0,3257,30.050997,31.201248
2652,Al Nozha Pharmacy - Oct City,,Giza,Mohandessin,9,23,4,2024-11-20,0,7659,30.064395,31.199238
2653,Seha First Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-01-22,1,6117,30.056118,31.195228
2654,Union Pharm - Zayed,,Giza,Mohandessin,8,1,4,2025-05-22,0,2385,30.060421,31.204947
2655,Nile Care Pharmacy - Imbaba,,Giza,Mohandessin,9,23,4,2024-09-09,0,9945,30.054677,31.194893
2656,El Zahraa Pharmacy,,Giza,Mohandessin,8,23,4,2025-03-19,0,2236,30.052691,31.198525
2657,Health Gate Pharmacy - Maadi,,Giza,Mohandessin,9,1,4,2024-11-23,0,6867,30.065432,31.195663
2658,Seha First Pharmacy - Zayed,,Giza,Mohandessin,8,23,4,2025-04-19,0,3769,30.057863,31.191613
2659,Better Life Pharmacy - Faisal,,Giza,Mohandessin,9,23,4,2025-08-13,0,1327,30.052523,31.203118
2660,El Tourath Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-08-07,0,5093,30.056615,31.196655
2661,El Hokama Pharmacy,,Giza,Mohandessin,8,1,4,2024-10-11,0,3584,30.061159,31.192209
2662,Care 24 Seven - Zayed,,Giza,Mohandessin,10,1,4,2024-12-02,0,4410,30.053474,31.200156
2663,Care 24 Seven,,Giza,Mohandessin,8,23,4,2025-06-26,0,7735,30.058439,31.199954
2664,Dr Medhat Pharmacy,,Giza,Mohandessin,8,23,4,2025-07-01,0,9259,30.055786,31.202828
2665,Salamtek Pharmacy,,Giza,Mohandessin,9,1,4,2025-03-07,1,2597,30.062149,31.1955
2666,El Shifa Pharmacy - Smouha,,Giza,Mohandessin,9,23,4,2025-06-20,0,9785,30.051191,31.197765
2667,Health Gate Pharmacy,,Giza,Mohandessin,10,23,4,2025-05-10,0,7122,30.058859,31.204868
2668,Union Pharm - Smouha,,Giza,Mohandessin,8,23,4,2024-12-19,0,7066,30.056093,31.190845
2669,Metro Pharmacy - Montaza,,Giza,Mohandessin,9,23,4,2024-11-09,0,1345,30.062316,31.19975
2670,Star Care Pharmacy,,Giza,Mohandessin,9,2,4,2024-11-15,0,1187,30.059242,31.188078
2671,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,10,23,4,2024-10-25,0,6941,30.051187,31.204017
2672,Angel Pharmacy - Nozha,,Giza,Mohandessin,9,23,4,2024-09-01,1,7550,30.065241,31.197754
2673,Family Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2024-10-18,0,3601,30.05301,31.197042
2674,Health Gate Pharmacy,,Giza,Mohandessin,9,23,4,2025-02-10,0,8376,30.060277,31.205254
2675,Omega Pharmacy,,Giza,Mohandessin,10,23,4,2024-11-13,0,9310,30.056831,31.194855
2676,Better Life Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-07-03,0,8194,30.049069,31.198617
2677,El Baraka Pharmacy - Rehab View,,Giza,Mohandessin,9,1,4,2025-04-23,0,3248,30.066874,31.193156
2678,El Faraby Pharmacy - Mohandessin,,Giza,Mohandessin,8,2,4,2025-08-11,0,9503,30.057546,31.191839
2679,Omega Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-16,0,9570,30.052916,31.205803
2680,Star Care Pharmacy - Zayed,,Giza,Mohandessin,10,23,4,2025-08-21,0,3103,30.058639,31.1979
2681,Elite Pharmacy,,Giza,Mohandessin,9,23,4,2025-02-20,0,8996,30.061253,31.192232
2682,El Shifa Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-04-03,0,9184,30.055398,31.199456
2683,Elite Pharmacy - Shubra,,Giza,Mohandessin,9,23,4,2024-09-25,0,9395,30.059957,31.198733
2684,Family Pharmacy - Rehab View,,Giza,Mohandessin,9,23,4,2025-01-22,0,6293,30.057546,31.201187
2685,Nile Care Pharmacy - Mohandessin,,Giza,Mohandessin,9,1,4,2024-11-25,1,3343,30.063987,31.196225
2686,Angel Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-11-03,2,7155,30.053605,31.198429
2687,Metro Pharmacy - Haram,,Giza,Mohandessin,9,23,4,2025-04-29,0,3295,30.059425,31.205952
2688,Health Gate Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2025-07-04,0,5348,30.055261,31.193176
2689,Mira Pharmacy - Mohandessin,,Giza,Mohandessin,10,2,4,2025-03-31,0,6391,30.062709,31.202372
2690,El Zahraa Pharmacy - Zayed,,Giza,Mohandessin,10,1,4,2025-03-22,0,9627,30.056984,31.18973
2691,Dr Medhat Pharmacy - Mohandessin,,Giza,Mohandessin,8,2,4,2024-10-28,0,2712,30.05243,31.203645
2692,Elite Pharmacy,,Giza,Mohandessin,8,23,4,2025-03-06,0,1749,30.062962,31.198875
2693,Care 24 Seven,,Giza,Mohandessin,9,1,4,2025-02-12,0,3993,30.054194,31.196118
2694,Elite Pharmacy - Shubra,,Giza,Mohandessin,9,23,4,2025-01-26,0,3727,30.061776,31.208587
2695,Nile Care Pharmacy,,Giza,Mohandessin,9,23,4,2024-11-12,0,7599,30.057256,31.196489
2696,Alpha Pharma - Mohandessin,,Giza,Mohandessin,10,23,4,2025-09-01,0,6794,30.052235,31.199269
2697,Mira Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2025-01-19,0,3468,30.064821,31.194685
2698,El Zahraa Pharmacy,,Giza,Mohandessin,8,1,4,2025-03-29,0,2699,30.058262,31.190533
2699,El Nasr Pharmacy - Zayed,,Giza,Mohandessin,10,2,4,2025-06-03,0,6153,30.05284,31.204442
2700,Life Line Pharmacy - Obour,,Giza,Mohandessin,10,1,4,2025-07-18,0,2478,30.057109,31.198397
2701,Hope Pharmacy - Mohandessin,,Giza,Mohandessin,8,1,4,2025-01-21,0,5226,30.061665,31.192863
2702,Care 24 Seven - Mohandessin,,Giza,Mohandessin,10,23,4,2025-01-05,0,4129,30.054153,31.200685
2703,Sunrise Pharmacy - Mohandessin,,Giza,Mohandessin,9,2,4,2025-02-03,0,4282,30.059015,31.197701
2704,El Shifa Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2025-05-09,0,6323,30.055113,31.200151
2705,Dr Medhat Pharmacy - Mohandessin,,Giza,Mohandessin,9,23,4,2024-12-08,0,1826,30.060785,31.1962
2706,Dr Medhat Pharmacy,,Giza,Mohandessin,9,23,4,2025-05-08,0,1829,30.050812,31.196854
2707,Star Care Pharmacy - Helwan,,Giza,Mohandessin,9,23,4,2024-10-08,0,8155,30.060856,31.202308
2708,Angel Pharmacy - Montaza,,Giza,Mohandessin,9,2,4,2025-05-30,0,7520,30.056203,31.190852
2709,Blue Wave Pharmacy - Dokki,,Giza,Mohandessin,9,23,4,2025-04-05,0,6774,30.06332,31.200474
2710,Al Amal Pharmacy - Banha,,Giza,Mohandessin,9,23,4,2024-12-20,0,7968,30.057366,31.187092
2711,El Faraby Pharmacy,,Giza,Mohandessin,8,23,4,2025-09-03,0,9974,30.049722,31.203986
2712,Ebn Sina Pharmacy,,Giza,Mohandessin,8,23,4,2025-01-02,1,9637,30.064208,31.198766
2713,Better Life Pharmacy,,Giza,Mohandessin,8,23,4,2024-12-30,0,6094,30.054325,31.195105
