invoice_no,account_name,branch_code,entry_date,entry_time,account_address,governorate,area,gross_value,total_discount,total_after_discount,line_count,record_state
321400,El--Life Line Rehab View Braanch 2,711,12-Feb-2026,11:17:45,Mohaandessin 97 Gamet Dewal st. hospital,,,3838.65,606.91,3231.74,4,CLSD
321401,EL salamtek haram Main Road948,710,19022026,23:18:14,94 gas station Mohandessin,,,2774.86,726.92,2047.94,6,CLSD
321403,El Baraka Shubra Main Road,729,14-Feb-2026,13:31:20,"94 Faisal st., near square, Mohnadessin",,,5289.69,808.63,4481.06,6,CLSD
321406,PH SSILVER CARE MOHANDESSIN-A,748,11022026,12:32:46,,,,2343.84,62.66,2281.18,4,CLSD
321407,Ph/silvre care mohandessin Main Road,777,09022026,10:37:41,"216 Geish st., near gas station, mohandessin",Giza,Faisal,5894.38,1191.65,4702.73,7,CLSD
321408,El-Silver Care Mohandessin,759,28022026,13:15:39,"29 Nile st., near school, mohandessin",,,8334.04,1427.15,6906.89,8,CLSD
321409,Silver Care Mohandessin Min Road950,768,16022026,14:30:07,,,,3326.20,570.34,2755.86,8,CLSD
321410,Ph/AL NOZHA MONTAZA,716,05022026,11:22:20,,,,5174.04,618.64,4555.40,7,CLSD
321411,Ph/AL NOZHAMONTAZA,779,02022026,08:36:26,9th District 142 - Mohandessin,,,2838.03,658.04,2179.99,7,
321412,El Baraka Station St.,705,08-Feb-2026,13:49:12,74 park Mohnadessin,,,11286.48,999.49,10286.99,15,CLSD
321414,Ph/green leaaf mohandessin Main Road,702,24022026,22:51:29,"190 Haram st., near hospital, mohandessin",Giza,Mohandessin,1005.06,201.56,803.50,3,CLSD
321415,Green Leaf Mohandessin Branch 1,720,14022026,18:12:40,156 metro Mohandsesin,,,5836.39,1291.86,4544.53,5,CLSD
321418,PY/Elite Mani Road,767,22022026,22:40:38,"163 9th District st., near mosque, mohandessin",,,2167.32,264.51,1902.81,6,
321419,PY/Elite,746,17022026,08:46:13,,,,11916.75,1352.10,10564.65,15,CLSD
321420,Seha First Mall,721,28022026,13:57:15,9th District 188 - Mohandessin,,,3695.67,312.78,3382.89,10,
321422,PH Health Gate Station St.,715,23022026,19:21:46,,,,3806.93,400.03,3406.90,9,
321423,EL alpha pharma mohandessin Branch 2,738,19022026,19:36:24,,Cairo,Nasr City,4217.05,751.84,3465.21,7,CLSD
321424,PY/Misrr Marg (2)405,761,24022026,18:01:41,Mohndessin 146 Nasr st. market,,,2294.64,372.23,1922.41,6,CLSD
321425,misr marg-A,762,27022026,21:38:40,Industrial Zone 201 - Mohandssin,,,6033.56,1035.69,4997.87,9,
321426,El-misr marg (2),755,26022026,23:05:03,,,,7696.67,1122.28,6574.39,8,
321427,EL Union Pharm (2),770,27-Feb-2026,23:58:35,Tahrir 94 - Mhoandessin,,,2284.58,268.55,2016.03,2,
321428,PY/UNION PHARM 011767,700,02-Feb-2026,10:51:39,,,,3326.60,448.76,2877.84,8,
321429,El-nagel 011,721,25022026,18:54:57,,,,1695.62,104.59,1591.03,4,CLSD
321430,PH ANGEL 6th Zone,766,02022026,13:15:45,,,,5738.01,1606.03,4131.98,9,
321431,agel br.2,769,08022026,15:15:44,,,,4805.95,887.18,3918.77,7,
321432,angel br.2,757,20-Feb-2026,17:51:14,Mohandesin 41 Mustafa Nahhas st. square,Giza,Mohandessin,1176.06,276.49,899.57,4,
321434,PH health gate marg 04,758,01022026,09:20:03,,,,2151.94,414.38,1737.56,5,CLSD
321435,EL Health Gate Marg MMain Road363,749,13022026,12:25:49,Nile 64 - MOHANDESSIN,,,6025.59,440.47,5585.12,8,
321439,seha first shubra Branch 1,714,28022026,23:22:11,,Giza,Mohandessin,6861.16,809.76,6051.40,9,CLSD
321440,Golen Care Mall,748,25022026,17:11:32,,,,3481.71,200.86,3280.85,3,CLSD
321441,El-Golden Care Branch 1,735,03022026,17:14:17,,,,4877.08,771.42,4105.66,4,CLSD
321442,PH El Baraka-A,712,24022026,18:47:04,,,,6007.56,877.92,5129.64,9,
321443,Ph/El Hokama Montaza 04742,720,16022026,17:54:54,Mohandessin 206 Gamet Dewal st. bridge,,,1677.36,390.87,1286.49,8,
321444,Seha First Branch 1,758,08022026,09:38:07,,,,1855.25,358.50,1496.75,3,CLSD
321445,El-METRO,747,28022026,18:46:50,Faisal 7 - Mohandessin,,,2478.74,360.58,2118.16,6,
321447,El-METRO,718,08022026,08:56:27,"138 Nasr st., near park, Mohandessin",,,5871.97,865.86,5006.11,9,CLSD
321448,metro Branch 2,739,03022026,11:12:22,Geish 197 - Mohandessin,,,8147.26,1852.86,6294.40,8,CLSD
321450,PH/HOPE 6TH WH-17,760,02022026,13:36:16,"184 Nile st., near market, Mohandessin",,,3432.15,623.37,2808.78,7,CLSD
321451,PY/hope,744,17022026,14:43:12,,,,2953.74,333.61,2620.13,4,
321453,PY/El Hokama Mohandessin Mall981,720,17022026,09:49:52,,,,3482.42,750.28,2732.14,5,
321454,Better Life 011,771,19022026,23:18:44,Mhoandessin 219 Nasr st. market,,,1313.31,201.95,1111.36,5,CLSD
321455,el better life 04,705,25-Feb-2026,22:32:56,mohandessin 62 Zayed st. school,,,3770.48,248.41,3522.07,5,CLSD
321456,PH AL AMAL br.2,739,24022026,12:20:38,"39 Nile st., near school, Mohandessin",,,1074.14,274.82,799.32,3,
321457,Al mAal445,753,27022026,20:40:20,,,,2423.38,535.92,1887.46,4,CLSD
321458,EL Better Life Mohandessin (2),735,11022026,14:51:06,,Giza,Mohandessin,1914.64,290.17,1624.47,4,
321459,el Pharma Plus Mohandessin Branch 2,771,08022026,08:54:24,,,,2234.52,324.57,1909.95,5,CLSD
321460,Pharma Plus Mohandessi nMall220,778,12022026,14:15:54,Corniche 97 - Mohandessin,,,9326.83,1599.86,7726.97,15,CLSD
321461,nile care mohandessin 011656,760,24022026,23:47:50,,,,9294.62,1595.76,7698.86,9,
321464,Ph/NILE CARE MOHANDESSIN Mall,726,04022026,08:54:52,,,,2495.09,484.78,2010.31,6,
321466,Ph/Star Care Mhoandessin-A,704,27022026,16:55:50,"212 Abbas st., near mosque, Mhoandessin",,,1651.52,137.58,1513.94,5,CLSD
321467,el Star Care Mohandessin-A,713,07022026,13:07:14,Mohandessin 132 Gamet Dewal st. mosque,,,6964.04,1240.03,5724.01,12,
321468,el Star Care Mohandessin-A,719,28-Feb-2026,22:26:20,,,,4504.34,1149.86,3354.48,7,CLSD
321469,ELL DR MEDHAT OCT CITY br.2,736,06022026,11:23:36,,,,2423.17,367.43,2055.74,7,CLSD
321471,El-El Zahraa 6th Zone,708,13022026,10:29:41,,,,1415.58,345.45,1070.13,5,
321472,El-EL ZAHRAA-A,706,18022026,14:10:59,239 metro Mohandessin,,,4055.38,768.03,3287.35,5,CLSD
321474,el healthg tae maadi,771,05-Feb-2026,16:15:17,"10 Zayed st., near hospital, Mohandessin",,,2422.57,267.37,2155.20,7,
321477,el el hokaam-A,761,05022026,11:31:09,,,,6294.05,774.03,5520.02,9,CLSD
321479,El-Care 24 Seven,736,15022026,12:12:06,"47 Industrial Zone st., near park, Mohandessin",,,5447.83,885.00,4562.83,9,CLSD
321482,elhealth gate,743,19022026,21:33:41,Tahrir 221 - Mohandesin,Giza,Faisal,3263.16,211.64,3051.52,6,CLSD
321484,health gate Branch 2,732,04022026,10:14:12,,,,4433.63,1221.56,3212.07,4,
321485,EL Union Pharm Smouha (2),770,01-Feb-2026,10:37:36,,,,1667.96,213.01,1454.95,6,
321486,el meetro montaza Branch 2,744,01022026,18:28:05,190 square Mohandessin,Giza,Mohandessin,5474.53,375.39,5099.14,8,
321487,STAR CARE (2),760,23022026,18:08:20,,,,4521.60,743.24,3778.36,8,
321490,Nile Care Mohandessin-A,748,01022026,09:48:54,9th District 87 - Mohandessin,,,5119.30,508.84,4610.46,7,CLSD
321491,Ph/family helwan 011,775,11022026,19:54:13,Nile 93 - mohandessin,,,2724.49,665.67,2058.82,9,CLSD
321492,PY/Family Helwan Station St.,762,03-Feb-2026,15:52:53,"172 Nile st., near gas station, Mhoandessin",,,1704.78,218.49,1486.29,3,
321493,PH HEALTH GATE br.2,747,02022026,13:43:13,,Alexandria,Smouha,2605.15,346.42,2258.73,5,CLSD
321494,El-HEALTH GATE-A,775,03022026,09:10:38,,Cairo,Nasr City,2557.92,595.14,1962.78,6,
321495,el Omega63,709,05022026,14:08:41,Mohandessin 139 Abbas st. bridge,Giza,Mohandessin,7373.63,2135.85,5237.78,12,
321497,el better life haram Station St.,721,23022026,18:29:05,,,,6146.68,661.46,5485.22,11,CLSD
321498,El Baraka Rehab View Branch 1,765,11022026,15:51:40,Abbas 221 - Mohandessin,,,2301.31,608.11,1693.20,4,
321499,star care zayedM ain Road,781,18022026,22:37:26,Industrial Zone 65 - Mohandessin,,,1736.08,297.35,1438.73,5,CLSD
321500,star care zayed Main Road,728,07-Feb-2026,09:31:31,,Giza,Mohandessin,1425.20,154.76,1270.44,5,
321502,PH health gatte helwan Branch 2,781,25022026,14:22:38,,,,3143.89,553.97,2589.92,8,
321504,El-Health Gate Helwan Brranch 1,722,23-Feb-2026,21:16:14,"21 Tahrir st., near metro, Mohandessin",,,3298.47,268.73,3029.74,6,
321505,PH health gatte helwan Branch 2,739,27022026,17:35:38,,Giza,Mohandessin,8248.78,1970.02,6278.76,13,CLSD
321506,PH healht gate helwan br.2,714,19022026,17:32:08,160 square MOHANDESSIN,,,5378.20,764.08,4614.12,8,CLSD
321507,PH Mira Mohandessin,757,05022026,10:20:53,"148 9th District st., near mosque, MOHANDESSIN",,,3964.54,875.89,3088.65,11,CLSD
321508,EL Dr Medhat Mohandessin 6ht  Zone,734,13022026,16:17:19,,,,3963.16,676.68,3286.48,9,
321510,nilecare 011,752,01022026,10:37:25,,,,2231.85,576.57,1655.28,5,CLSD
321511,El-nile care MainR oad678,715,10022026,13:38:51,189 police st. Mohandessin,,,2933.40,266.03,2667.37,2,CLSD
321512,EL MIRA MOHANDESSIN br.2,757,13-Feb-2026,15:53:08,,,,10960.83,2578.36,8382.47,14,
321513,EL EL NASR ZAYED Mall,765,05-Feb-2026,09:18:19,,,,6879.59,1701.98,5177.61,10,CLSD
321515,Ph/EL NASSR ZAYED,745,21022026,23:14:00,,,,1941.55,335.25,1606.30,2,
321517,EL DR MEDHAT Branch 2,766,18022026,16:32:30,Salah Salem 129 - Mohandessin,Giza,Mohandessin,623.12,132.79,490.33,3,CLSD
321519,PH star are helwan-A,768,24022026,22:12:38,,,,4344.06,691.48,3652.58,8,CLSD
321520,PY/STARC ARE HELWAN Branch 2,747,12022026,18:26:46,Mohandesin 143 Zayed st. gas station,,,4679.69,696.32,3983.37,5,CLSD
321521,PH ANGEL MONTAAZ-A,734,24022026,23:08:17,,,,1653.48,272.84,1380.64,5,
321522,PH Blue aWve Doki,703,16022026,12:57:11,,Cairo,Nasr City,9775.79,768.02,9007.77,15,
321523,Ph/AL AMAL BANHAA 6th Zone,740,09022026,16:56:11,Autostrad 99 - Mohandessin,,,1047.09,229.08,818.01,2,CLSD
321524,Ph/EBNS  INA 6th Zone,754,28022026,20:08:42,,,,4795.27,593.83,4201.44,8,CLSD
321525,PY/ELITE 011,747,10-Feb-2026,14:18:04,225 police st. Mohandessin,,,1899.26,188.64,1710.62,5,
321526,PY/ELITE 011,769,09022026,08:06:59,,,,5987.89,1073.54,4914.35,7,
321527,El-Elitte 6th Zone,735,20022026,21:42:46,,Giza,Mohandessin,3621.60,464.90,3156.70,9,
321531,el elite mohandessin 6th Zone556,705,18022026,13:45:30,,,,5436.49,360.07,5076.42,6,
321532,Life Line Mohandessin,752,13022026,11:24:33,"180 Gamet Dewal st., near park, Mohandesisn",,,2263.57,540.24,1723.33,2,
321533,El-CARE 24 SEVEN Branch 1,735,19022026,23:54:15,,,,9625.18,1472.03,8153.15,12,
321534,el BETTER LIFE AGAMI (2),742,07022026,12:10:19,,,,4284.28,909.75,3374.53,7,
321535,EL Al Nozha Station St.,712,03022026,13:20:50,,,,11490.07,2185.64,9304.43,12,
321536,el EL SHIFA,756,13022026,11:31:47,,,,7141.23,1790.43,5350.80,11,CLSD
321537,el shifa (2),766,08022026,10:37:01,,,,4311.86,1245.48,3066.38,5,CLSD
321540,El-life line amadi Main Road,782,11022026,13:42:56,Haram 112 - Mohandessin,,,3650.58,625.25,3025.33,10,
321541,EL ELITE MOHNADESSIN,719,11022026,13:22:10,161 square Mohandessin,,,2339.14,517.35,1821.79,6,CLSD
321542,PH pharma plus dokki 04,700,02022026,13:40:44,,,,2267.65,301.36,1966.29,5,
321543,Ph/Pharma Plus Dokki,703,02022026,08:38:41,,Giza,Mohandessin,6919.38,624.00,6295.38,14,CLSD
321544,Ph/Pharma Plus Dokki,746,24022026,23:07:35,Mohandessin 162 Tahrir st. police st.,,,2230.28,321.23,1909.05,8,
321545,phama plus dokki Mall,764,11022026,13:01:10,Horreya 103 - Mohandessin,,,7102.25,1638.81,5463.44,10,
321546,PH sunrise313,733,28022026,20:34:05,Haram 79 - Mohandessin,,,4134.93,580.66,3554.27,7,CLSD
321547,Snrise,720,17022026,08:59:52,,Giza,Faisal,4213.88,996.19,3217.69,6,CLSD
321550,el MIRA 6th Zone,727,24022026,18:46:10,Mohandessin 1 Haram st. mosque,,,17756.89,3831.17,13925.72,15,CLSD
321552,E al nozha,760,28022026,14:40:43,mohandessin 71 Corniche st. metro,,,2960.36,416.46,2543.90,3,CLSD
321553,El-NILEECARE MONTAZA (2),781,19022026,21:44:21,,,,4551.46,675.60,3875.86,4,
321554,El-Nile Care Montaza,761,22022026,16:44:33,,,,5882.16,1090.01,4792.15,6,
321555,El-UNION PHARM MOHANDESSIN-A,744,25022026,20:34:19,Zayed 33 - Mohandessin,,,6174.43,763.80,5410.63,6,
321556,MIRA OCT CITY 6th Zone55,718,16022026,10:16:22,"74 Salah Salem st., near hospital, Mohadnessin",Giza,Mohandessin,2507.90,274.60,2233.30,6,CLSD
321557,el BLUE WAVE MOHANDESSIN Mall,706,09022026,11:35:54,,,,2664.51,560.44,2104.07,8,CLSD
321558,Greeen Leaf Dokki (2),700,28022026,23:22:10,,,,4910.54,595.31,4315.23,3,CLSD
321559,ELa gnel-A,738,09022026,16:10:45,Faisal 176 - Mohandessin,,,9714.94,2023.82,7691.12,11,
321562,PY/green leaf-A,740,11022026,09:28:58,,,,2336.16,456.40,1879.76,7,
321563,Metro Obour Mall,738,24022026,17:56:06,,,,4686.05,1092.15,3593.90,7,CLSD
321564,Salamtek,728,15022026,16:22:45,85 metro Mohandessin,,,5482.27,697.99,4784.28,9,CLSD
321566,PY/Mira Montaza,767,21022026,19:15:15,mohandessin 206 Autostrad st. police st.,,,6141.41,843.66,5297.75,11,
321569,Ph/omega mohanedssin Branch 1,725,15022026,13:43:59,,,,977.42,235.96,741.46,3,CLSD
321570,ebn snia imbaba Branch 1205,720,13022026,09:53:19,,,,4664.04,1012.82,3651.22,7,CLSD
321573,PY/ebn sina nozha,705,23022026,21:48:23,,,,3450.26,228.27,3221.99,7,CLSD
321574,EL Ebn Sina Nozha Station St.,772,26022026,19:31:25,,,,11726.72,1363.01,10363.71,11,
321575,PY/ebn sina nozha22,717,07022026,14:36:44,,,,7150.62,798.85,6351.77,8,
321579,PY/LIFE LINE,764,11022026,12:24:27,,,,2061.52,495.26,1566.26,4,CLSD
321581,el el shifa dokki 04,751,11022026,14:46:55,,,,2306.87,529.05,1777.82,4,CLSD
321583,PY/Star Care Mohandessin Station St.,713,01022026,10:35:30,,Alexandria,Smouha,2336.66,368.92,1967.74,4,CLSD
321584,STAR CARE MOHANDESSIN Main Rooad,758,03022026,10:43:55,,,,5871.41,1102.55,4768.86,8,
321587,PY/el baraka ph. 2nd br.2,711,06022026,14:13:53,"82 Abbas st., near metro, Smouha",,,3770.76,478.59,3292.17,6,
321588,EL TOURATH PH. SMOUHA 2ND 6th Zone,740,10022026,09:34:35,Zayed 42 - SMOUHA,,,2453.13,527.39,1925.74,4,
321589,PH Misr PH. br.2,711,12022026,08:39:03,Fasial 153 Haram st. metro,,,1781.34,279.58,1501.76,5,CLSD
321591,El ShifaPP H. 2nd,781,21022026,20:04:37,107 market Smouha,,,6552.60,1117.10,5435.50,6,CLSD
321593,Hope PH.184,714,18022026,17:51:13,"139 Mustafa Nahhas st., near mosque, Mohandessin",,,6908.66,543.03,6365.63,6,CLSD
321595,Hope PPH.184,782,12022026,15:33:41,,,,4882.93,1001.38,3881.55,8,CLSD
321596,PH BETTER LIFE PH. HARAM 2ND-A,739,04022026,12:08:52,165 metro Mohandessin,Giza,Mohandessin,5817.33,1403.18,4414.15,11,
321600,el Dr Medhat PH. Faisal 2nd 011,707,12022026,14:36:03,,,,137.28,18.28,119.00,2,
321601,el dr medhat ph. faisal 2nd Barnch 2,733,17022026,17:08:11,212 square SMOUHA,Giza,Faisal,2528.70,372.28,2156.42,7,
321602,PY/EliteP H.,771,14022026,13:54:54,Industrial Zone 142 - Faiisal,,,1692.69,298.83,1393.86,3,CLSD
321603,EL care 24 seven maadi 2nd 04,712,28022026,16:34:05,,,,3253.71,450.47,2803.24,5,
321605,El-Elite PH. Nasr 2nd 04,759,13022026,10:34:13,,,,1708.29,279.72,1428.57,6,CLSD
321607,DR MEDHAT PH. NASR 2ND Main Road,703,17022026,10:55:31,"99 Nile st., near square, NASR CITY",,,4397.31,340.46,4056.85,10,
321608,hope ph. moandessin 04,729,08022026,12:34:18,43 school Mohandessin,,,7861.21,1132.15,6729.06,8,
321609,PH Hope PH. Mohandessin 6th Zone,769,25022026,21:19:59,44 hospital Mohandessin,,,2659.60,450.80,2208.80,5,
321610,EL Alpha Pharma,729,09022026,09:04:31,,,,1373.59,168.61,1204.98,3,CLSD
321612,PH al nozha ph. smouha 04,767,28022026,19:44:33,Smouha 196 Geish st. school,,,10177.64,1187.88,8989.76,15,
321616,El-El Nasr Brannch 2,701,10032026,20:51:57,Gamet Dewal 78 - Smouha,,,653.55,85.92,567.63,5,CLSD
321617,PY/EEl Nasr Obour 04,735,26032026,12:59:43,,Giza,Faisal,2108.22,341.84,1766.38,5,CLSD
321618,EL nile care zayed 6th Zne,718,07-Mar-2026,21:52:05,"190 Nasr st., near park, Smmouha",,,5096.53,415.98,4680.55,7,CLSD
321620,Salamtek 01165,751,10032026,16:24:56,,Cairo,Nasr City,6561.28,1481.72,5079.56,6,
321621,P/Blue Wave,735,24032026,11:20:41,Smouha 205 Haram st. gas station,,,1509.77,195.21,1314.56,5,
321622,el Blue Wave Branch 1,743,08032026,18:26:09,"90 Mustafa Nahhas st., near gas station, Smouha",,,2085.57,210.51,1875.06,4,
321623,el Alpha Phara Zayed Branch 2,765,25032026,15:31:28,104 gas station Souha,Alexandria,Smouha,5972.58,1530.71,4441.87,7,CLSD
321625,el El Zahraa Smouha Maain Road,743,20032026,14:17:23,58 gas station Smouha,Giza,Faisal,2831.97,112.29,2719.68,3,CLSD
321626,PH Metro Smouha Mall,714,07032026,23:58:36,,Cairo,Nasr City,5641.86,622.35,5019.51,9,CLSD
321627,E-UNION PHARM REHAB VIEW-A,718,18032026,23:39:22,Smouha 33 Salah Salem st. bridge,,,1586.20,203.16,1383.04,6,
321628,E-UNION PHARM REHAB VIEW-A,701,02032026,21:23:54,"20 Industrial Zone st., near mosque, Smouuha",,,3179.28,531.37,2647.91,4,CLSD
321629,Ph/Union Pharm Rehab View (2),759,08032026,20:37:12,,,,1298.08,283.93,1014.15,3,
321630,Ph/Union Pharm Rehab View,770,05032026,18:38:16,,,,3453.06,472.78,2980.28,7,
321631,PY/Omega Smouha 04477,726,21032026,12:55:19,,,,5972.97,1380.54,4592.43,5,CLSD
321632,PH el zahraa maadi 04,716,08032026,18:24:07,,,,4893.44,646.47,4246.97,9,
321633,PH Care 24 Seven,722,05032026,23:13:40,,,,5619.90,531.61,5088.29,6,CLSD
321634,care 24 seven Branch 1,732,18032026,18:35:17,50 metro Smouha,,,5077.59,1203.72,3873.87,5,CLSD
321639,el Health Gate Branch 1,765,28032026,18:47:45,Tahrir 189 - Smouha,,,4239.00,935.85,3303.15,7,CLSD
321640,el Oega,771,02032026,23:16:48,"160 Salah Salem st., near metro, smouha",,,1026.34,144.42,881.92,3,
321643,El-STAR CARE SMOUHA487,707,01-Mar-2026,22:35:34,,Giza,Faisal,7463.80,782.49,6681.31,10,CLSD
321644,Union Pharm Statioon St.,717,14032026,19:55:10,Abbas 139 - Smouha,,,9928.66,1222.61,8706.05,9,CLSD
321645,Omga Main Road396,767,17032026,18:34:21,,,,4345.20,667.81,3677.39,8,
321647,el METRO OCT ICTY br.2,752,12-Mar-2026,14:35:47,,,,4005.15,961.46,3043.69,10,CLSD
321648,Metro Oct City Statio St.686,769,20032026,08:27:20,,,,5358.51,943.14,4415.37,9,CLSD
321649,METRO OCT CITY Main Road,704,11032026,15:33:20,,Cairo,Nasr City,1202.20,68.85,1133.35,3,
321652,Ph/alpha pharma Branch 1,775,15032026,23:56:30,Smouha 91 Corniche st. bridge,,,6030.77,1318.33,4712.44,11,
321653,El-misr rb.2517,708,09032026,23:35:54,,,,10268.31,2529.85,7738.46,13,
321654,PH Green LLeaf,778,11-Mar-2026,18:37:26,,Cairo,Nasr City,2159.75,371.50,1788.25,6,
321657,el el hokama haram Station St.,762,22032026,09:16:01,Abbas 19 - Smouha,,,4948.28,907.01,4041.27,5,
321658,EL EL HOKAMA HARAM,772,17032026,19:07:00,Haram 108 - smouha,,,9119.28,1082.61,8036.67,12,CLSD
321659,PY/SUNRISEN OZHA br.2,713,03032026,22:28:58,,,,6295.37,1160.58,5134.79,9,CLSD
321661,Ebn Sina Rehab View532,773,13032026,13:19:58,Souha 153 Port Said st. school,,,2505.51,307.68,2197.83,2,CLSD
321662,EL Golden Care Haram 011,704,12032026,23:09:05,"38 Gamet Dewal st., near park, Smouha",,,8941.87,861.12,8080.75,10,
321663,el golden care haram br.2,719,15032026,21:39:49,,,,1757.01,323.71,1433.30,2,
321664,salamte imbaba br.2,743,23-Mar-2026,14:54:17,13 bridge Smouha,,,2597.92,273.99,2323.93,7,
321665,blue wave rehab view,708,12032026,22:32:49,Mustafa Nahhas 32 - Smouha,,,2438.49,663.28,1775.21,4,CLSD
321666,el Blue Wave Rehab View,730,01032026,22:43:16,,,,4560.37,870.46,3689.91,8,
321667,el Unin Pharm Smouha Banch 2488,776,13032026,23:46:47,,,,3912.39,654.23,3258.16,9,
321668,PH EL SHIFA 6th Zone,741,11-Mar-2026,18:04:14,Salah Salem 180 - Smoha,,,3947.90,648.41,3299.49,5,CLSD
321669,El-EL SHFIA Main Road,730,21032026,18:10:38,"137 Nasr st., near police st., Smouha",Cairo,Nasr City,6902.65,1337.73,5564.92,9,
321670,El-ALPHA PHARMA Main Road,724,23032026,09:38:43,,,,4136.89,450.91,3685.98,10,CLSD
321673,EL METRO SMOUHA,742,24032026,10:04:05,SMOUHA 148 Sudan st. square,,,1872.23,375.37,1496.86,6,
321674,El-care 24 seven helwan Station St.,710,21-Mar-2026,11:08:59,,,,2491.86,691.81,1800.05,2,CLSD
321675,NILE CARE Main Road,741,20032026,10:50:44,SMOUHA 2 Zayed st. park,,,2865.07,626.98,2238.09,6,
321676,Haelth Gate 04,760,28032026,08:18:48,,Alexandria,Smouha,2086.83,319.73,1767.10,4,CLSD
321677,Ph/Family Dokki Main Road,710,12032026,17:21:49,Smouha 13 Horreya st. park,,,1126.26,315.51,810.75,5,
321678,EL Faimly Dokki Mll,735,20032026,13:47:16,,,,2672.15,453.68,2218.47,6,
321679,ELpharma plus smouha-A,777,19032026,21:58:07,,,,5446.95,920.76,4526.19,11,
321682,EL Care 24 Seven 6th Zone,701,11032026,23:13:30,,,,8452.71,1036.91,7415.80,14,
321684,E Shifa 04,726,27032026,12:27:26,,,,2664.46,663.96,2000.50,3,
321690,Ph/Blue aWve Monatza 011221,752,06032026,19:07:36,152 school Smmouha,,,3549.14,887.35,2661.79,5,
321691,El-CARE 24 SEVEN DOKKI (2),776,11032026,16:37:43,,,,143.38,26.55,116.83,2,CLSD
321692,El TTourath (2),764,16032026,23:43:01,,,,4778.95,1014.44,3764.51,7,CLSD
321693,PY/al amal Station St.,736,25-Mar-2026,16:04:20,,,,10621.90,1605.26,9016.64,15,
321694,EL Health Gate Smouha 6th Zone61,736,21032026,13:46:43,,,,1330.59,202.58,1128.01,5,CLSD
321695,Mira (2)661,700,15032026,19:37:12,"192 Gamet Dewal st., near police st., Souha",Alexandria,Smouha,2175.10,291.34,1883.76,5,
321696,EL Family 04,766,20032026,08:10:05,,,,1912.64,457.12,1455.52,4,
321699,Heaalth Gate Branch 2,734,28032026,13:12:15,,,,2040.52,364.01,1676.51,6,
321701,PH OMEGA SQUARE 04,715,02032026,23:26:44,,,,3605.65,414.51,3191.14,5,
321702,EL snurise oct city-A457,738,07032026,19:44:27,SMOUHA 23 Faisal st. bridge,Alexandria,Smouha,3206.51,717.61,2488.90,8,CLSD
321703,EL Sunrise Oct City Station St.,764,26032026,13:42:20,Industrial Zone 142 - Smouha,,,1602.30,337.95,1264.35,3,
321705,EL misr montaza br.2,750,04032026,16:20:23,,,,4538.40,447.67,4090.73,4,
321706,Geen eaf Smouha Branch 2,724,18032026,23:52:05,smouha 53 Nasr st. metro,,,2039.86,241.01,1798.85,6,CLSD
321707,el El Zahraa Smouha,715,15032026,22:50:32,"107 Tahrir st., near park, Smouha",Giza,Faisal,8231.80,796.24,7435.56,6,
321708,PH Better Life Smouha,765,16-Mar-2026,22:18:27,18 school Smouha,,,4719.02,1068.04,3650.98,8,
321709,El-Star Care 011,716,25032026,13:06:07,140 police st. Smouha,,,3048.59,254.03,2794.56,7,
321710,Ph/EL BARAKA HELWAN Main Road428,777,05032026,21:15:34,,,,1899.37,390.59,1508.78,3,
321711,EBN SINNA SMOUHA (2),762,07032026,13:27:53,,,,6821.30,1133.72,5687.58,8,
321712,Pharma Plus Smouha-A,724,10032026,21:57:52,25 gas station Smouha,,,5410.70,742.43,4668.27,8,
321714,PH better life (2),705,10032026,20:44:07,171 park Smmouha,,,4271.99,387.99,3884.00,10,
321715,Blue Wave-A,712,04032026,21:39:18,SMOUHA 108 Mustafa Nahhas st. market,,,2189.86,335.04,1854.82,7,CLSD
